ID,Sesion,Nivel,Intento,Tipo,Tiempo inicio,Tiempo respuesta,Tiempo reaccion(s),Respuesta
18,1,1,5,Ubicacion,14:53:22.986,,,Correcto
18,1,1,6,Parada,14:54:21.883,14:54:22.769,0.886,-
18,1,1,6,Dormir,14:54:27.382,14:54:28.583,1.201,Correcto
18,1,1,6,Dormir,14:54:35.182,14:54:36.149,0.967,Correcto
18,1,1,6,Ubicacion,14:54:38.282,,,Correcto
18,1,1,6,Parada,14:54:42.748,14:54:46.883,4.135,-
18,1,1,6,Ubicacion,14:55:11.981,,,Correcto
18,1,1,6,Ubicacion,14:55:21.747,,,Correcto
18,1,1,1,Dormir,14:57:45.912,14:57:47.165,1.253,Correcto
18,1,1,2,Parada,14:58:32.937,14:58:35.023,2.086,-
18,1,1,2,Dormir,14:58:39.670,14:58:40.704,1.034,Correcto
18,1,1,2,Dormir,14:58:47.303,14:58:47.870,0.567,Correcto
18,1,1,2,Ubicacion,14:58:49.937,,,Correcto
18,1,1,2,Parada,14:58:54.469,14:58:55.570,1.101,-
18,1,1,2,Parada,14:59:01.801,14:59:02.770,0.969,-
18,1,1,2,Ubicacion,14:59:03.169,,,Correcto
18,1,1,2,Parada,14:59:09.001,14:59:10.837,1.836,-
18,1,1,2,Ubicacion,14:59:17.235,,,Correcto
18,1,2,1,Parada,15:01:29.700,15:01:32.254,2.554,-
18,1,2,1,Parada,15:01:50.938,15:01:51.919,0.981,-
18,1,2,1,Parada,15:02:10.670,15:02:12.205,1.535,-
18,1,2,1,Dormir,15:02:15.305,15:02:16.138,0.833,Correcto
18,1,2,1,Ubicacion,15:02:16.504,,,Correcto
18,1,2,1,Dormir,15:02:30.570,15:02:32.804,2.234,Correcto
18,1,2,1,Parada,15:02:44.103,15:02:45.870,1.767,-
18,1,2,1,Ubicacion,15:03:26.767,,,Correcto
18,1,3,1,Parada,15:05:44.599,15:05:45.819,1.22,-
18,1,3,1,Parada,15:05:50.466,15:05:52.433,1.967,-
18,1,3,1,Parada,15:05:57.099,15:05:58.566,1.467,-
18,1,3,1,Parada,15:06:03.231,15:06:04.266,1.035,-
18,1,3,1,Dormir,15:06:05.799,15:06:07.199,1.4,Correcto
18,1,3,1,Ubicacion,15:06:12.230,,,Erroneo
18,1,3,2,Dormir,15:07:28.527,15:07:30.441,1.914,Correcto
18,1,3,2,Parada,15:07:37.017,15:07:39.122,2.105,-
18,1,3,2,Parada,15:07:43.782,15:07:44.916,1.134,-
18,1,3,2,Parada,15:07:49.581,15:07:51.449,1.868,-
18,1,3,2,Parada,15:07:56.114,15:07:57.449,1.335,-
18,1,3,2,Dormir,15:08:00.547,15:08:02.416,1.869,Correcto
18,1,3,2,Ubicacion,15:08:07.448,,,Erroneo
18,1,3,3,Parada,15:10:24.979,15:10:26.666,1.687,-
18,1,3,3,Parada,15:10:31.312,15:10:32.481,1.169,-
18,1,3,3,Parada,15:10:37.146,15:10:39.613,2.467,-
18,1,3,3,Parada,15:10:44.281,15:10:45.898,1.617,-
18,3,1,1,Dormir,15:08:19.539,15:08:20.946,1.407,Correcto
18,3,1,1,Parada,15:08:27.539,15:08:28.407,0.868,-
18,3,1,1,Parada,15:08:34.639,15:08:35.826,1.187,-
18,3,1,1,Dormir,15:08:42.038,15:08:42.874,0.836,Correcto
18,3,1,1,Ubicacion,15:08:47.904,,,Erroneo
18,3,1,2,Parada,15:10:46.932,15:10:48.352,1.42,-
18,3,1,2,Dormir,15:10:52.998,15:10:54.068,1.07,Correcto
18,3,1,2,Parada,15:11:00.659,15:11:02.534,1.875,-
18,3,1,2,Ubicacion,15:11:07.366,,,Correcto
18,3,1,2,Parada,15:11:08.767,15:11:10.233,1.466,-
18,3,1,2,Parada,15:11:16.465,15:11:17.766,1.301,-
18,3,1,2,Dormir,15:11:31.831,15:11:32.369,0.538,Correcto
18,3,1,2,Ubicacion,15:11:32.632,,,Correcto
18,3,1,2,Ubicacion,15:11:56.364,,,Correcto
18,3,2,1,Parada,15:14:03.378,15:14:05.331,1.953,-
18,3,2,1,Ubicacion,15:14:22.579,,,Correcto
18,3,2,1,Dormir,15:14:22.510,,Tiempo excedido,Erroneo
18,3,2,1,Parada,15:14:29.143,15:14:30.278,1.135,-
18,3,2,2,Parada,15:16:24.054,15:16:25.275,1.221,-
18,3,2,2,Ubicacion,15:16:40.995,,,Correcto
18,3,2,2,Dormir,15:16:40.854,15:16:42.340,1.486,Correcto
18,3,2,2,Parada,15:16:50.487,15:16:53.922,3.435,-
18,3,2,2,Parada,15:17:12.652,15:17:13.787,1.135,-
18,3,2,2,Dormir,15:17:18.454,15:17:20.354,1.9,Correcto
18,3,2,2,Parada,15:17:39.485,15:17:40.720,1.235,-
18,3,2,2,Ubicacion,15:17:44.219,,,Correcto
18,3,3,1,Dormir,15:20:33.025,15:20:34.545,1.52,Correcto
18,3,3,1,Parada,15:20:41.114,15:20:42.483,1.369,-
18,3,3,1,Parada,15:20:47.148,15:20:49.016,1.868,-
18,3,3,1,Parada,15:20:53.681,15:20:56.782,3.101,-
18,3,3,1,Dormir,15:20:58.313,15:21:00.282,1.969,Correcto
18,3,3,1,Ubicacion,15:21:05.314,,,Erroneo
18,3,3,2,Parada,15:22:38.755,15:22:40.944,2.189,-
18,3,3,2,Dormir,15:22:45.591,15:22:46.688,1.097,Correcto
18,3,3,2,Parada,15:22:53.285,15:22:55.021,1.736,-
18,3,3,2,Parada,15:22:59.686,15:23:00.520,0.834,-
18,3,3,2,Ubicacion,15:23:05.286,,,Correcto
18,3,3,2,Dormir,15:23:05.185,15:23:05.720,0.535,Correcto
18,3,3,2,Parada,15:23:12.318,15:23:13.290,0.972,-
18,3,3,2,Ubicacion,15:24:21.349,,,Correcto
18,3,3,3,Parada,15:28:50.024,15:28:51.044,1.02,-
18,3,3,3,Parada,15:28:55.691,15:28:57.210,1.519,-
18,3,3,3,Dormir,15:28:58.723,15:29:00.325,1.602,Correcto
18,3,3,3,Dormir,15:29:06.922,15:29:08.358,1.436,Correcto
18,3,3,3,Ubicacion,15:29:13.390,,,Erroneo
19,1,1,2,Parada,14:27:19.225,14:27:23.311,4.086,-
19,1,1,2,Parada,14:27:24.825,14:27:27.526,2.701,-
19,1,1,2,Parada,14:27:29.058,14:27:32.944,3.886,-
19,1,1,2,Parada,14:27:34.458,14:27:38.125,3.667,-
19,1,1,2,Dormir,14:27:47.491,14:27:52.002,4.511,Correcto
19,1,1,2,Ubicacion,14:27:57.035,,,Erroneo
19,1,1,2,Ubicacion,14:27:59.102,,,Correcto
19,1,1,2,Dormir,14:27:58.601,14:28:02.735,4.134,Erroneo
19,1,1,2,Ubicacion,14:28:07.468,,,Correcto
19,1,1,2,Dormir,14:28:07.400,14:28:11.168,3.768,Correcto
19,1,1,2,Ubicacion,14:28:16.200,,,Erroneo
19,1,1,2,Ubicacion,14:28:16.201,,,Erroneo
19,1,1,2,Ubicacion,14:28:17.134,,,Correcto
19,1,1,2,Dormir,14:28:17.767,14:28:19.501,1.734,Erroneo
19,1,1,2,Ubicacion,14:28:24.600,,,Correcto
19,1,1,2,Dormir,14:28:24.168,14:28:25.368,1.2,Correcto
19,1,1,2,Ubicacion,14:28:30.399,,,Erroneo
19,1,1,2,Ubicacion,14:28:30.399,,,Erroneo
19,1,1,2,Ubicacion,14:28:30.467,,,Correcto
19,1,1,2,Ubicacion,14:28:37.500,,,Correcto
19,1,1,3,Dormir,14:30:40.332,14:30:41.518,1.186,Correcto
19,1,1,3,Parada,14:30:51.232,14:30:52.777,1.545,-
19,1,1,3,Ubicacion,14:30:58.898,,,Correcto
19,1,1,3,Parada,14:30:58.997,14:31:00.966,1.969,-
19,1,1,3,Ubicacion,14:31:07.031,,,Correcto
19,1,1,3,Parada,14:31:07.164,14:31:09.465,2.301,-
19,1,1,3,Ubicacion,14:31:10.098,,,Correcto
19,1,1,3,Ubicacion,14:31:16.197,,,Correcto
19,1,1,3,Parada,14:31:15.697,14:31:16.864,1.167,-
19,1,1,3,Ubicacion,14:31:22.064,,,Correcto
19,1,1,4,Parada,14:34:11.060,14:34:12.341,1.281,-
19,1,1,4,Parada,14:34:18.560,14:34:19.579,1.019,-
19,1,1,4,Parada,14:34:25.793,14:34:26.794,1.001,-
19,1,1,4,Dormir,14:34:28.326,14:34:28.994,0.668,Correcto
19,1,1,4,Dormir,14:34:35.593,14:34:37.160,1.567,Correcto
19,1,1,4,Ubicacion,14:34:42.192,,,Erroneo
19,1,1,4,Ubicacion,14:34:42.626,,,Correcto
19,1,1,4,Parada,14:34:45.292,14:34:48.226,2.934,-
19,1,1,4,Ubicacion,14:34:53.458,,,Correcto
19,1,1,4,Ubicacion,14:35:08.758,,,Correcto
19,1,1,4,Ubicacion,14:35:18.324,,,Correcto
19,1,1,5,Dormir,14:38:33.931,14:38:34.749,0.818,Correcto
19,1,1,5,Parada,14:38:41.330,14:38:42.715,1.385,-
19,1,1,5,Dormir,14:38:44.230,14:38:44.731,0.501,Correcto
19,1,1,5,Ubicacion,14:38:49.763,,,Erroneo
19,1,1,6,Dormir,14:41:52.282,14:41:53.301,1.019,Correcto
19,1,1,6,Dormir,14:41:59.882,14:42:00.615,0.733,Correcto
19,1,1,6,Ubicacion,14:42:06.116,,,Correcto
19,1,1,6,Parada,14:42:07.215,14:42:08.549,1.334,-
19,1,1,6,Parada,14:42:14.781,14:42:16.082,1.301,-
19,1,1,6,Parada,14:42:22.314,14:42:23.282,0.968,-
19,1,1,6,Ubicacion,14:42:28.414,,,Correcto
19,1,1,6,Parada,14:42:29.513,14:42:31.166,1.653,-
19,1,1,6,Ubicacion,14:42:51.980,,,Correcto
19,1,1,6,Ubicacion,14:42:58.940,,,Correcto
19,1,1,6,Ubicacion,14:43:05.768,,,Correcto
19,1,2,1,Parada,14:46:01.448,14:46:02.464,1.016,-
19,1,2,1,Ubicacion,14:46:09.381,,,Correcto
19,1,2,1,Parada,14:46:21.180,14:46:22.232,1.052,-
19,1,2,1,Parada,14:46:40.979,14:46:42.713,1.734,-
19,1,2,1,Ubicacion,14:46:55.712,,,Correcto
19,1,2,1,Parada,14:47:01.445,14:47:02.379,0.934,-
19,1,2,1,Dormir,14:47:03.911,14:47:05.412,1.501,Correcto
19,1,2,1,Dormir,14:47:18.277,14:47:18.944,0.667,Correcto
19,1,2,1,Ubicacion,14:47:43.287,,,Correcto
19,1,3,1,Parada,14:50:05.858,14:50:06.944,1.086,-
19,1,3,1,Parada,14:50:11.591,14:50:12.576,0.985,-
19,1,3,1,Parada,14:50:17.224,14:50:18.092,0.868,-
19,1,3,1,Parada,14:50:22.757,14:50:23.758,1.001,-
19,1,3,1,Ubicacion,14:50:30.725,,,Correcto
19,1,3,1,Dormir,14:50:34.690,14:50:35.590,0.9,Correcto
19,1,3,1,Ubicacion,14:50:40.856,,,Correcto
19,1,3,1,Dormir,14:50:45.323,14:50:46.157,0.834,Correcto
19,3,1,1,Dormir,14:18:23.849,14:18:24.868,1.019,Correcto
19,3,1,1,Parada,14:18:31.448,14:18:32.949,1.501,-
19,3,1,1,Dormir,14:18:36.015,14:18:36.816,0.801,Correcto
19,3,1,1,Ubicacion,14:18:40.115,,,Correcto
19,3,1,1,Parada,14:18:44.981,14:18:46.034,1.053,-
19,3,1,1,Ubicacion,14:18:47.081,,,Correcto
19,3,1,1,Parada,14:18:52.248,14:18:53.248,1.0,-
19,3,1,1,Parada,14:18:59.480,14:19:01.414,1.934,-
19,3,1,1,Ubicacion,14:19:06.614,,,Correcto
19,3,1,1,Ubicacion,14:19:24.413,,,Correcto
19,3,1,1,Ubicacion,14:19:30.212,,,Correcto
19,3,1,1,Ubicacion,14:19:37.912,,,Correcto
19,3,2,2,Parada,14:22:41.208,14:22:42.060,0.852,-
19,3,2,2,Dormir,14:22:59.230,14:23:00.864,1.634,Correcto
19,3,2,2,Parada,14:23:07.462,14:23:08.964,1.502,-
19,3,2,2,Dormir,14:23:15.162,14:23:16.096,0.934,Correcto
19,3,2,2,Ubicacion,14:23:26.629,,,Correcto
19,3,2,2,Parada,14:23:33.645,14:23:35.231,1.586,-
19,3,2,2,Parada,14:23:53.977,14:23:55.078,1.101,-
19,3,2,2,Ubicacion,14:23:55.844,,,Correcto
19,3,2,2,Ubicacion,14:24:32.997,,,Correcto
19,3,3,1,Dormir,14:28:47.952,14:28:48.971,1.019,Correcto
19,3,3,1,Parada,14:28:55.551,14:28:56.918,1.367,-
19,3,3,1,Parada,14:29:01.584,14:29:02.504,0.92,-
19,3,3,1,Ubicacion,14:29:06.251,,,Correcto
19,3,3,1,Parada,14:29:07.150,14:29:09.851,2.701,-
19,3,3,1,Parada,14:29:14.517,14:29:15.517,1.0,-
19,3,3,1,Ubicacion,14:29:15.518,,,Erroneo
19,3,3,1,Ubicacion,14:29:20.183,,,Erroneo
19,3,3,1,Ubicacion,14:29:20.883,,,Correcto
19,3,3,2,Dormir,14:31:07.656,14:31:08.902,1.246,Correcto
19,3,3,2,Parada,14:31:15.489,14:31:16.307,0.818,-
19,3,3,2,Parada,14:31:20.955,14:31:22.789,1.834,-
19,3,3,2,Parada,14:31:27.455,14:31:28.022,0.567,-
19,3,3,2,Ubicacion,14:31:30.255,,,Correcto
19,3,3,2,Parada,14:31:32.688,14:31:33.522,0.834,-
19,3,3,2,Ubicacion,14:31:35.255,,,Correcto
19,3,3,2,Ubicacion,14:31:39.087,,,Correcto
19,3,3,2,Ubicacion,14:31:43.454,,,Correcto
19,3,3,2,Ubicacion,14:31:48.487,,,Correcto
19,3,3,2,Ubicacion,14:31:52.821,,,Correcto
19,3,3,2,Dormir,14:31:52.287,14:31:53.288,1.001,Correcto
19,3,3,2,Ubicacion,14:32:03.553,,,Correcto
1,2,1,1,Parada,15:09:45.638,15:09:51.856,6.218,-
21,1,1,1,Parada,15:26:29.999,15:26:35.619,5.62,-
21,1,1,2,Parada,15:28:45.815,15:28:48.534,2.719,-
21,1,1,3,Parada,15:31:16.741,15:31:18.394,1.653,-
21,1,1,3,Parada,15:31:30.841,15:31:34.393,3.552,-
21,1,1,3,Dormir,15:31:42.173,15:31:44.940,2.767,Correcto
21,1,1,4,Parada,15:33:35.951,15:33:38.803,2.852,-
21,1,1,4,Parada,15:33:51.283,15:33:55.351,4.068,-
21,1,1,4,Dormir,15:34:06.283,15:34:08.117,1.834,Correcto
21,1,1,4,Ubicacion,15:35:05.147,,,Correcto
21,1,1,5,Parada,15:36:35.354,15:36:36.773,1.419,-
21,1,1,5,Parada,15:36:42.986,15:36:45.239,2.253,-
21,1,1,5,Dormir,15:36:53.019,15:36:55.020,2.001,Correcto
21,1,1,5,Ubicacion,15:37:25.318,,,Correcto
21,1,1,5,Ubicacion,15:37:46.200,,,Correcto
21,1,2,1,Parada,15:39:44.677,15:39:46.063,1.386,-
21,1,2,1,Parada,15:40:04.810,15:40:07.396,2.586,-
21,1,2,1,Dormir,15:40:21.403,15:40:22.832,1.429,Correcto
21,1,2,1,Dormir,15:40:29.397,15:40:31.431,2.034,Correcto
21,1,2,1,Ubicacion,15:40:36.464,,,Erroneo
21,1,2,1,Parada,15:40:39.597,15:40:41.731,2.134,-
21,1,2,1,Parada,15:41:00.468,15:41:02.502,2.034,-
21,1,2,1,Ubicacion,15:41:03.135,,,Correcto
21,1,3,1,Parada,15:43:54.548,15:43:56.001,1.453,-
21,1,3,1,Parada,15:44:00.648,15:44:01.949,1.301,-
21,1,3,1,Dormir,15:44:03.481,15:44:07.815,4.334,Correcto
21,1,3,1,Dormir,15:44:14.414,15:44:15.648,1.234,Correcto
21,1,3,1,Ubicacion,15:44:16.582,,,Correcto
21,1,3,1,Parada,15:44:22.247,15:44:26.533,4.286,-
21,1,3,1,Ubicacion,15:44:30.214,,,Correcto
21,1,3,1,Parada,15:44:31.180,15:44:33.080,1.9,-
21,1,3,1,Ubicacion,15:44:40.946,,,Correcto
21,1,3,2,Parada,15:46:25.846,15:46:27.166,1.32,-
21,1,3,2,Parada,15:46:31.812,15:46:33.332,1.52,-
21,1,3,2,Dormir,15:46:34.846,15:46:36.047,1.201,Correcto
21,1,3,2,Dormir,15:46:42.646,15:46:44.213,1.567,Correcto
21,1,3,2,Ubicacion,15:46:49.245,,,Erroneo
21,1,3,2,Ubicacion,15:46:51.012,,,Correcto
21,1,3,2,Parada,15:46:50.812,15:47:02.279,11.467,-
21,1,3,2,Parada,15:47:06.945,15:47:08.312,1.367,-
21,1,3,2,Ubicacion,15:47:12.244,,,Correcto
21,1,3,2,Ubicacion,15:47:20.177,,,Correcto
21,1,3,3,Parada,15:48:37.601,15:48:38.854,1.253,-
21,1,3,3,Parada,15:48:43.501,15:48:45.068,1.567,-
21,1,3,3,Parada,15:48:49.734,15:48:51.135,1.401,-
21,1,3,3,Dormir,15:48:52.667,15:48:54.035,1.368,Correcto
21,1,3,3,Dormir,15:49:00.633,15:49:01.868,1.235,Correcto
21,1,3,3,Ubicacion,15:49:06.899,,,Erroneo
21,1,3,3,Ubicacion,15:49:08.633,,,Correcto
21,1,3,3,Parada,15:49:08.466,15:49:09.585,1.119,-
21,1,3,3,Ubicacion,15:49:15.966,,,Correcto
21,1,3,3,Ubicacion,15:49:25.266,,,Correcto
21,1,3,4,Parada,15:50:29.457,15:50:30.777,1.32,-
21,1,3,4,Parada,15:50:35.423,15:50:37.325,1.902,-
21,1,3,4,Dormir,15:50:41.973,15:50:43.340,1.367,Correcto
21,1,3,4,Parada,15:50:49.939,15:50:51.173,1.234,-
21,1,3,4,Parada,15:50:55.806,15:50:57.473,1.667,-
21,1,3,4,Ubicacion,15:51:07.439,,,Correcto
21,1,3,4,Ubicacion,15:51:16.805,,,Correcto
21,1,3,4,Ubicacion,15:51:25.871,,,Correcto
21,3,1,1,Parada,15:06:35.738,15:06:36.819,1.081,-
21,3,1,1,Parada,15:06:43.011,15:06:44.365,1.354,-
21,3,1,1,Parada,15:06:50.576,15:06:51.945,1.369,-
21,3,1,1,Parada,15:06:58.177,15:06:59.444,1.267,-
21,3,1,1,Dormir,15:07:04.110,15:07:05.244,1.134,Correcto
21,3,1,1,Ubicacion,15:07:16.709,,,Correcto
21,3,1,1,Ubicacion,15:07:23.242,,,Correcto
21,3,1,1,Ubicacion,15:07:29.475,,,Correcto
21,3,1,2,Parada,15:08:56.360,15:08:57.545,1.185,-
21,3,1,2,Parada,15:09:03.759,15:09:04.811,1.052,-
21,3,1,2,Parada,15:09:11.025,15:09:12.493,1.468,-
21,3,1,2,Parada,15:09:18.725,15:09:19.993,1.268,-
21,3,1,2,Dormir,15:09:24.658,15:09:26.124,1.466,Correcto
21,3,1,2,Ubicacion,15:09:37.792,,,Correcto
21,3,1,2,Ubicacion,15:09:50.191,,,Correcto
21,3,1,2,Ubicacion,15:10:02.790,,,Correcto
21,3,1,3,Parada,15:11:52.050,15:11:53.357,1.307,-
21,3,1,3,Parada,15:11:59.584,15:12:01.379,1.795,-
21,3,1,3,Dormir,15:12:04.461,15:12:05.762,1.301,Correcto
21,3,1,3,Parada,15:12:13.928,15:12:15.113,1.185,-
21,3,1,3,Dormir,15:12:21.327,15:12:22.962,1.635,Correcto
21,3,1,3,Ubicacion,15:12:23.860,,,Correcto
21,3,1,3,Parada,15:12:29.560,15:12:31.727,2.167,-
21,3,1,3,Ubicacion,15:12:41.327,,,Correcto
21,3,1,3,Ubicacion,15:12:54.160,,,Correcto
21,3,1,3,Ubicacion,15:13:06.192,,,Correcto
21,3,2,1,Parada,15:14:28.392,15:14:33.048,4.656,-
21,3,2,1,Parada,15:14:42.393,15:14:43.694,1.301,-
21,3,2,1,Parada,15:14:53.059,15:14:56.710,3.651,-
21,3,2,1,Ubicacion,15:14:58.725,,,Correcto
21,3,2,1,Parada,15:15:06.062,15:15:08.158,2.096,-
21,3,2,1,Dormir,15:15:36.323,15:15:37.924,1.601,Correcto
21,3,2,1,Dormir,15:15:44.523,15:15:45.757,1.234,Correcto
21,3,2,1,Dormir,15:15:52.356,,Tiempo excedido,Erroneo
21,3,2,1,Ubicacion,15:16:03.689,,,Correcto
21,3,2,2,Parada,15:16:46.864,15:16:48.149,1.285,-
21,3,2,2,Parada,15:16:57.492,15:16:58.510,1.018,-
21,3,2,2,Parada,15:17:07.836,15:17:09.104,1.268,-
21,3,2,2,Ubicacion,15:17:13.135,,,Correcto
21,3,2,2,Parada,15:17:18.468,15:17:22.935,4.467,-
21,3,2,2,Dormir,15:17:51.100,15:17:53.500,2.4,Correcto
21,3,2,2,Dormir,15:18:00.099,15:18:02.433,2.334,Correcto
21,3,2,2,Dormir,15:18:09.033,15:18:11.300,2.267,Correcto
21,3,2,2,Ubicacion,15:18:16.331,,,Erroneo
21,3,2,3,Parada,15:19:01.091,15:19:02.672,1.581,-
21,3,2,3,Parada,15:19:12.018,15:19:13.442,1.424,-
21,3,2,3,Parada,15:19:22.807,15:19:24.608,1.801,-
21,3,2,3,Dormir,15:19:26.140,15:19:26.841,0.701,Correcto
21,3,2,3,Parada,15:19:39.645,15:19:40.928,1.283,-
21,3,2,3,Dormir,15:19:42.461,15:19:43.662,1.201,Correcto
21,3,2,3,Dormir,15:19:50.261,15:19:52.529,2.268,Correcto
21,3,2,3,Ubicacion,15:20:13.894,,,Correcto
21,3,2,3,Ubicacion,15:20:50.925,,,Correcto
21,3,3,1,Dormir,15:22:58.579,15:23:01.537,2.958,Correcto
21,3,3,2,Parada,15:23:55.615,15:23:57.234,1.619,-
21,3,3,2,Parada,15:24:01.882,15:24:03.301,1.419,-
21,3,3,2,Parada,15:24:07.948,15:24:10.021,2.073,-
21,3,3,2,Dormir,15:24:13.098,15:24:14.999,1.901,Correcto
21,3,3,2,Parada,15:24:21.565,15:24:22.798,1.233,-
21,3,3,2,Dormir,15:24:24.331,15:24:25.831,1.5,Correcto
21,3,3,2,Ubicacion,15:24:36.232,,,Correcto
21,3,3,2,Ubicacion,15:24:45.564,,,Correcto
21,3,3,2,Ubicacion,15:24:55.030,,,Correcto
21,3,3,3,Parada,15:26:23.481,15:26:26.532,3.051,-
21,3,3,4,Parada,15:28:00.448,15:28:02.167,1.719,-
21,3,3,4,Parada,15:28:06.815,15:28:08.772,1.957,-
21,3,3,4,Parada,15:28:13.414,15:28:14.948,1.534,-
21,3,3,4,Dormir,15:28:22.747,15:28:26.114,3.367,Correcto
21,3,3,4,Dormir,15:28:40.546,15:28:41.947,1.401,Correcto
21,3,3,4,Ubicacion,15:28:46.978,,,Erroneo
21,3,3,4,Ubicacion,15:28:47.046,,,Correcto
21,3,3,5,Dormir,15:29:52.454,15:29:54.572,2.118,Correcto
21,3,3,5,Parada,15:30:01.153,15:30:02.239,1.086,-
21,3,3,5,Parada,15:30:06.853,15:30:09.920,3.067,-
21,3,3,5,Ubicacion,15:30:14.386,,,Correcto
21,3,3,5,Parada,15:30:14.586,15:30:17.754,3.168,-
21,3,3,5,Parada,15:30:22.419,15:30:24.386,1.967,-
21,3,3,5,Ubicacion,15:30:58.884,,,Correcto
21,3,3,6,Parada,15:33:26.149,15:33:27.401,1.252,-
21,3,3,6,Parada,15:33:32.048,15:33:33.068,1.02,-
21,3,3,7,Parada,15:34:58.894,15:35:00.112,1.218,-
21,3,3,7,Parada,15:35:04.760,15:35:06.413,1.653,-
21,3,3,7,Dormir,15:35:11.060,15:35:14.128,3.068,Correcto
21,3,3,7,Parada,15:35:20.726,15:35:23.361,2.635,-
21,3,3,7,Ubicacion,15:35:24.994,,,Correcto
21,3,3,7,Parada,15:35:28.026,15:35:29.727,1.701,-
21,3,3,7,Dormir,15:35:31.259,15:35:34.427,3.168,Correcto
21,3,3,7,Ubicacion,15:35:39.457,,,Erroneo
21,3,3,7,Ubicacion,15:35:39.626,,,Correcto
21,3,3,8,Parada,15:36:37.351,15:36:38.470,1.119,-
21,3,3,9,Parada,15:37:27.593,15:37:29.411,1.818,-
21,3,3,10,Parada,15:38:37.317,15:38:38.502,1.185,-
21,3,3,10,Dormir,15:38:41.583,15:38:42.812,1.229,Correcto
21,3,3,10,Parada,15:38:49.389,15:38:50.556,1.167,-
21,3,3,10,Dormir,15:38:52.088,15:38:57.356,5.268,Correcto
21,3,3,10,Ubicacion,15:39:02.388,,,Erroneo
21,3,3,10,Parada,15:39:05.521,15:39:09.888,4.367,-
21,3,3,11,Dormir,15:40:50.166,15:40:51.418,1.252,Correcto
21,3,3,11,Parada,15:40:57.999,15:40:59.066,1.067,-
21,3,3,11,Dormir,15:41:00.598,15:41:01.633,1.035,Correcto
21,3,3,11,Ubicacion,15:41:02.366,,,Correcto
21,3,3,11,Parada,15:41:09.798,15:41:10.966,1.168,-
21,3,3,11,Parada,15:41:15.631,15:41:17.917,2.286,-
21,3,3,11,Ubicacion,15:41:20.498,,,Correcto
21,3,3,11,Parada,15:41:22.564,15:41:25.165,2.601,-
21,3,3,11,Ubicacion,15:41:30.164,,,Correcto
22,1,1,1,Parada,15:17:15.249,15:17:18.368,3.119,-
22,1,1,2,Parada,15:19:45.041,15:19:48.764,3.723,-
22,1,2,1,Parada,15:22:38.010,15:22:41.963,3.953,-
22,1,2,1,Ubicacion,15:23:00.109,,,Correcto
22,1,2,1,Parada,15:23:00.709,15:23:02.262,1.553,-
22,1,2,1,Parada,15:23:21.008,15:23:24.175,3.167,-
22,1,2,1,Dormir,15:24:22.039,15:24:24.606,2.567,Correcto
22,1,2,2,Parada,15:26:21.760,15:26:23.613,1.853,-
22,1,2,2,Parada,15:26:51.759,15:26:52.926,1.167,-
22,1,2,3,Parada,15:30:29.204,15:30:30.457,1.253,-
22,1,2,3,Parada,15:30:49.136,15:30:50.356,1.22,-
22,1,2,3,Ubicacion,15:30:50.836,,,Correcto
22,1,2,3,Parada,15:31:09.102,15:31:11.602,2.5,-
22,1,2,3,Dormir,15:31:41.333,15:31:42.467,1.134,Correcto
22,1,2,3,Dormir,15:32:06.299,15:32:08.100,1.801,Correcto
22,1,2,3,Ubicacion,15:32:23.165,,,Correcto
22,1,2,4,Parada,15:36:16.584,15:36:18.937,2.353,-
22,1,2,4,Ubicacion,15:36:36.651,,,Correcto
22,1,2,4,Parada,15:36:37.683,15:36:38.768,1.085,-
22,1,2,4,Parada,15:36:57.516,15:36:59.217,1.701,-
22,1,2,4,Dormir,15:37:00.749,15:37:01.783,1.034,Correcto
22,1,2,4,Dormir,15:37:16.215,15:37:17.115,0.9,Correcto
22,1,2,4,Parada,15:37:29.981,15:37:30.848,0.867,-
22,1,2,4,Ubicacion,15:37:34.347,,,Correcto
22,1,3,1,Dormir,15:40:06.956,15:40:07.975,1.019,Correcto
22,1,3,1,Dormir,15:40:14.556,15:40:16.057,1.501,Correcto
22,1,3,1,Parada,15:40:22.656,15:40:24.041,1.385,-
22,1,3,1,Ubicacion,15:40:25.555,,,Erroneo
22,1,3,1,Parada,15:40:28.688,15:40:29.656,0.968,-
22,1,3,1,Parada,15:40:34.322,15:40:35.256,0.934,-
22,1,3,1,Parada,15:40:39.921,15:40:41.189,1.268,-
22,1,3,1,Ubicacion,15:40:57.487,,,Correcto
22,1,3,2,Dormir,15:42:34.582,15:42:35.434,0.852,Correcto
22,1,3,2,Dormir,15:42:42.015,15:42:43.550,1.535,Correcto
22,1,3,2,Parada,15:42:50.148,15:42:52.016,1.868,-
22,1,3,2,Ubicacion,15:42:52.749,,,Correcto
22,1,3,2,Ubicacion,15:42:55.815,,,Correcto
22,1,3,2,Parada,15:42:56.682,15:42:58.316,1.634,-
22,1,3,2,Parada,15:43:02.981,15:43:03.833,0.852,-
22,1,3,2,Parada,15:43:08.481,15:43:09.081,0.6,-
22,1,3,2,Ubicacion,15:43:29.980,,,Correcto
22,3,1,1,Dormir,15:01:15.273,15:01:17.760,2.487,Correcto
22,3,1,1,Dormir,15:01:24.340,15:01:25.273,0.933,Correcto
