ID,Sesion,Nivel,Num intentos,Tiempo inicio,Tiempo final,Tiempo duracion,Completado,Pasos planificados,Pasos ejecutados,Errores ejecucion,Num dormir planificado,Correctos dormir,Errores dormir,Num ubicacion planificado,Correctos ubicacion,Errores ubicacion,Paradas posibles,Paradas realizadas,Errores parada por tiempo excedido,Num errores por tiempo excedido,% Aciertos,% Mal
8,1,1,3,14:21:37.576,14:30:18.748,521.172,False,0,0,0,0,0,0,0,0,0,3,1,0,0,0 planificado,0 planificado
8,1,2,2,14:30:18.748,14:37:57.257,458.509,False,0,0,0,0,0,0,0,0,0,4,1,0,0,0 planificado,0 planificado
8,2,1,8,14:40:18.233,14:59:25.079,1146.846,False,7,5,2,5,4,1,2,1,1,12,9,0,0,71.42857142857143,28.57142857142857
8,3,1,13,14:13:42.166,14:58:20.061,2677.895,False,25,19,6,13,12,1,12,7,5,36,25,2,2,76.0,24.0
9,1,1,7,15:19:07.753,15:42:49.649,1421.896,True,16,15,1,8,8,0,8,7,1,21,14,0,0,93.75,6.25
9,1,2,2,15:42:49.649,15:49:09.643,379.994,True,4,4,0,2,2,0,2,2,0,4,2,0,0,100.0,0.0
9,1,3,4,15:49:09.643,15:53:54.322,284.679,True,3,2,1,2,2,0,1,0,1,9,6,0,0,66.66666666666667,33.33333333333333
9,3,1,5,16:01:37.196,16:12:56.886,679.69,True,14,9,5,7,7,0,7,2,5,16,12,0,0,64.28571428571429,35.71428571428571
9,3,2,1,16:12:56.886,16:16:52.592,235.706,True,4,4,0,2,2,0,2,2,0,4,2,0,0,100.0,0.0
9,3,3,4,16:16:52.592,16:30:37.739,825.147,True,17,14,3,8,8,0,9,6,3,16,12,0,0,82.3529411764706,17.647058823529406
